# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
1039.6148286; 53.5407778; 36.1196867; -1.4029605; 0.0208256; 18.0492317; 1.4071341
1040.1146434; 54.0332667; 36.2057599; -1.3926001; 0.0206299; 18.0881557; 1.3590701
1040.6144582; 54.5248386; 36.2969052; -1.3823442; 0.0203995; 18.1256709; 1.3171366
1041.1142730; 55.0154503; 36.3930530; -1.3722365; 0.0200160; 18.1619545; 1.2824272
1041.6140879; 55.5050282; 36.4941041; -1.3622693; 0.0199158; 18.1972126; 1.2551662
1042.1139027; 55.9934915; 36.6000296; -1.3521372; 0.0208711; 18.2316551; 1.2358390
1042.6137175; 56.4808100; 36.7110339; -1.3414547; 0.0217750; 18.2655038; 1.2262152
1043.1135323; 56.9668896; 36.8273339; -1.3303843; 0.0225128; 18.2990270; 1.2282649
1043.6133471; 57.4516149; 36.9490891; -1.3189742; 0.0231086; 18.3325448; 1.2443654
1044.1131620; 57.9348968; 37.0764309; -1.3073056; 0.0235596; 18.3664396; 1.2776879
1044.6129768; 58.4166405; 37.2094505; -1.2954449; 0.0238771; 18.4011771; 1.3324964
1045.1127916; 58.8967597; 37.3482059; -1.2834598; 0.0240586; 18.4373350; 1.3621738
1045.6126064; 59.3751741; 37.4927204; -1.2714232; 0.0240748; 18.4742250; 1.0952285
1046.1124213; 59.8518149; 37.6429767; -1.2594272; 0.0238917; 18.5038324; 0.4507040
1046.6122361; 60.3266290; 37.7989096; -1.2475768; 0.0234910; 18.5160025; -0.5071507
1047.1120509; 60.7995838; 37.9604007; -1.2359991; 0.0227806; 18.5023076; -1.7108252
1047.6118657; 61.2706754; 38.1272609; -1.2248605; 0.0217409; 18.4560341; -3.0662436
1048.1116805; 61.7399337; 38.2992273; -1.2143074; 0.0204568; 18.3728084; -4.4574656
1048.6114954; 62.2074187; 38.4759803; -1.2044519; 0.0189531; 18.2511444; -5.7538239
1049.1113102; 62.6732194; 38.6571522; -1.1953992; 0.0172511; 18.0928876; -6.8104268
1049.6111250; 63.1374533; 38.8423315; -1.1872514; 0.0153358; 17.9037615; -7.5298372
1050.1109398; 63.6002646; 39.0310563; -1.1801375; 0.0131147; 17.6923042; -8.3165592
1050.6107546; 64.0618239; 39.2227923; -1.1742342; 0.0104908; 17.4557769; -9.0883108
1051.1105695; 64.5223713; 39.4169327; -1.1697268; 0.0075269; 17.1935803; -9.7709787
1051.6103843; 64.9821856; 39.6127956; -1.1667626; 0.0043408; 16.9071536; -10.2016235
1052.1101991; 65.4415721; 39.8096561; -1.1653792; 0.0012112; 16.6028310; -10.3966060
1052.6100139; 65.9008382; 40.0067970; -1.1655339; -0.0018544; 16.2868426; -9.9328706
1053.1098288; 66.3602892; 40.2035091; -1.1672607; -0.0050710; 15.9791129; -9.4600859
1053.6096436; 66.8202391; 40.3990552; -1.1706150; -0.0083419; 15.6804167; -8.9944337
1054.1094584; 67.2810007; 40.5926836; -1.1755882; -0.0115442; 15.3910482; -8.5429060
1054.6092732; 67.7428719; 40.7836523; -1.1821394; -0.0146538; 15.1110762; -8.1078290
1055.1090880; 68.2061289; 40.9712354; -1.1902188; -0.0176594; 14.8404783; -7.6895636
1055.6089029; 68.6710230; 41.1547245; -1.1997742; -0.0205593; 14.5792003; -7.2879385
1056.1087177; 69.1377771; 41.3334291; -1.2107519; -0.0233502; 14.3271715; -6.9028842
1056.6085325; 69.6065841; 41.5066766; -1.2230961; -0.0260259; 14.0843003; -6.5346181
1057.1083473; 70.0776041; 41.6738139; -1.2367468; -0.0285744; 13.8504627; -6.1836046
1057.6081621; 70.5509627; 41.8342104; -1.2516349; -0.0309662; 13.6254909; -5.8504364
1058.1079770; 71.0267474; 41.9872659; -1.2676689; -0.0331487; 13.4091660; -5.5357094
1058.6077918; 71.5050045; 42.1324235; -1.2847309; -0.0350712; 13.2012148; -5.2399010
1059.1076066; 71.9857379; 42.2691831; -1.3026799; -0.0366909; 13.0013120; -4.9632697
1059.6074214; 72.4689063; 42.3971130; -1.3213553; -0.0379881; 12.8090859; -4.7059636
1060.1072363; 72.9544546; 42.5158614; -1.3406151; -0.0392127; 12.6241222; -4.4689719
1060.6070511; 73.4422872; 42.6250521; -1.3607624; -0.0413814; 12.4459288; -4.2553577
1061.1068659; 73.9322658; 42.7241306; -1.3819647; -0.0434547; 12.2738487; -4.0644860
1061.6066807; 74.4242623; 42.8125432; -1.4041898; -0.0454905; 12.1072037; -3.8875165
1062.1064955; 74.9180174; 42.8897315; -1.4274238; -0.0475191; 11.9456396; -3.7381912
1062.6063104; 75.4135025; 42.9551787; -1.4516876; -0.0495998; 11.7881932; -3.6064105
1063.1061252; 75.9104919; 43.0083262; -1.4770174; -0.0517759; 11.6342780; -3.4905661
1063.6059400; 76.4087181; 43.0485948; -1.5034695; -0.0540853; 11.4833423; -3.3893667
1064.1057548; 76.9078709; 43.0753779; -1.5311159; -0.0565473; 11.3348594; -3.3016853
1064.6055696; 77.4075933; 43.0880383; -1.5600359; -0.0591734; 11.1883232; -3.2265338
1065.1053845; 77.9074754; 43.0859076; -1.5903139; -0.0619737; 11.0432440; -3.1630446
1065.6051993; 78.4070488; 43.0682873; -1.6220389; -0.0649568; 10.8991451; -3.1104556
1066.1050141; 78.9057787; 43.0344503; -1.6553037; -0.0681297; 10.7555595; -3.0680975
1066.6048289; 79.4030563; 42.9836436; -1.6902038; -0.0714962; 10.6120262; -3.0353837
1067.1046438; 79.8981906; 42.9150931; -1.7268359; -0.0750559; 10.4680867; -3.0118010
1067.6044586; 80.3903993; 42.8280101; -1.7652950; -0.0788025; 10.3232822; -2.9969066
1068.1042734; 80.8788000; 42.7216006; -1.8056720; -0.0827213; 10.1771488; -2.9903332
1068.6040882; 81.3624018; 42.5950778; -1.8480487; -0.0867868; 10.0292139; -2.9918205
1069.1039030; 81.8400965; 42.4476781; -1.8924931; -0.0909585; 9.8789888; -3.0013035
1069.6037179; 82.3106500; 42.2786842; -1.9390486; -0.0951831; 9.7259564; -3.0191286
1070.1035327; 82.7726912; 42.0874548; -1.9877333; -0.0993559; 9.5695463; -3.0464790
1070.6033475; 83.2246938; 41.8734805; -2.0384839; -0.1035118; 9.4090842; -2.6749156
1071.1031623; 83.6649282; 41.6364273; -2.0913390; -0.1075143; 9.2659021; -1.6518540
1071.6029771; 84.0914165; 41.3763066; -2.1457463; -0.1094952; 9.1763663; -0.9474300
1072.1027920; 84.5019999; 41.0940696; -2.2001756; -0.1085367; 9.1246162; -0.8717595
1072.6026068; 84.8997680; 40.7876851; -2.2537834; -0.1045842; 9.0767386; -0.8905007
1073.1024216; 85.2789882; 40.4626968; -2.3041970; -0.0961212; 9.0275696; -0.9175622
1073.6022364; 85.6432178; 40.1191436; -2.3482122; -0.0772759; 8.9766247; -0.9519050
1074.1020513; 85.9932801; 39.7631842; -2.3772881; -0.0339189; 8.9234656; -0.9924948
1074.6018661; 86.3371193; 39.4029718; -2.3745890; 0.0500432; 8.8677004; 0.3880438
1075.1016809; 86.6893708; 39.0504341; -2.3362272; 0.0767328; 8.8895450; 2.0863414
1075.6014957; 87.0520941; 38.7091174; -2.3243376; -0.0380250; 9.0060857; 2.1199739
1076.1013105; 87.4066793; 38.3597756; -2.3840822; -0.1566760; 9.1229802; 1.9473097
1076.6011254; 87.7374894; 37.9842414; -2.4515289; -0.1175708; 9.2290496; 1.8439854
1077.1009402; 88.0458647; 37.5884640; -2.5069358; -0.1056252; 9.3283792; 1.7797936
1077.6007550; 88.3309566; 37.1796500; -2.5578434; -0.0992506; 9.4232581; 1.7480632
1078.1005698; 88.5961639; 36.7559801; -2.6064063; -0.0948395; 9.5155246; 1.7371885
1078.6003846; 88.8411507; 36.3198662; -2.6527862; -0.0902537; 9.6063393; 1.7496629
1079.1001995; 89.0662240; 35.8730468; -2.6967659; -0.0852703; 9.6969464; 1.7885557
1079.6000143; 89.2720352; 35.4170001; -2.7381425; -0.0799688; 9.7887008; 1.8565102
1080.0998291; 89.4594413; 34.9530766; -2.7767724; -0.0744406; 9.8830403; 1.9552508
