# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
349.2768045; 101.3569000; 163.4432120; -1.5448508; -0.0003876; 22.4244329; 4.8569863
350.7758465; 102.8552486; 163.4816916; -1.5453703; -0.0003071; 22.7467986; 4.8866566
352.2748886; 104.3535127; 163.5194789; -1.5457726; -0.0002317; 23.0665874; 4.9156601
353.7739307; 105.8517175; 163.5567429; -1.5460682; -0.0001639; 23.3838623; 4.9439599
355.2729728; 107.3498933; 163.5936366; -1.5462674; -0.0001023; 23.6986798; 4.9715183
356.7720149; 108.8480626; 163.6302982; -1.5463794; -0.0000470; 24.0110902; 4.9961288
358.2710569; 110.3468437; 163.6668662; -1.5464136; 0.0000018; 24.3210047; 5.0216958
359.7700990; 111.8457239; 163.7034387; -1.5463784; 0.0000450; 24.6285756; 5.0470728
361.2691411; 113.3445134; 163.7401086; -1.5462821; 0.0000829; 24.9338782; 5.0714645
362.7681832; 114.8432298; 163.7769619; -1.5461326; 0.0001157; 25.2369365; 5.0948179
364.2672253; 116.3418873; 163.8140730; -1.5459375; 0.0001437; 25.5377692; 5.1170773
365.7662673; 117.8404975; 163.8515054; -1.5457038; 0.0001671; 25.8363907; 5.1381852
367.2653094; 119.3390693; 163.8893118; -1.5454383; 0.0001861; 26.1328107; 5.1580823
368.7643515; 120.8376096; 163.9275352; -1.5451476; 0.0002009; 26.4270346; 5.1767089
370.2633936; 122.3361236; 163.9662091; -1.5448375; 0.0002118; 26.7190638; 5.1940050
371.7624357; 123.8346149; 164.0053582; -1.5445139; 0.0002191; 27.0088954; 5.2099109
373.2614777; 125.3330861; 164.0449988; -1.5441821; 0.0002228; 27.2965233; 5.2243680
374.7605198; 126.8315389; 164.0851394; -1.5438472; 0.0002233; 27.5819376; 5.2373189
376.2595619; 128.3299743; 164.1257810; -1.5435139; 0.0002207; 27.8651252; 5.2487081
377.7586040; 129.8283932; 164.1669181; -1.5431866; 0.0002153; 28.1460702; 5.2584821
379.2576461; 131.3267962; 164.2085384; -1.5428695; 0.0002072; 28.4247540; 5.2665902
380.7566881; 132.8251838; 164.2506237; -1.5425664; 0.0001966; 28.7011554; 5.2729836
382.2557302; 134.3235571; 164.2931504; -1.5422811; 0.0001836; 28.9752510; 5.2775786
383.7547723; 135.8219171; 164.3360889; -1.5420171; 0.0001681; 29.2470135; 5.0569546
385.2538144; 137.3202653; 164.3794047; -1.5417779; 0.0001507; 29.5050669; 4.2823896
386.7528564; 138.8186039; 164.4230588; -1.5415661; 0.0001318; 29.7218427; 3.0710738
388.2518985; 140.3169351; 164.4670086; -1.5413833; 0.0001119; 29.8763330; 1.7488932
389.7509406; 141.8152620; 164.5112096; -1.5412313; 0.0000907; 29.9639551; 0.6424190
391.2499827; 143.3135877; 164.5556141; -1.5411124; 0.0000676; 29.9960769; 0.0784680
392.7490248; 144.8119158; 164.6001699; -1.5410304; 0.0000412; 29.9999980; -0.0000524
394.2480668; 146.3102504; 164.6448173; -1.5409917; 0.0000099; 29.9999954; -0.0000082
395.7471089; 147.8085957; 164.6894860; -1.5410040; -0.0000269; 29.9999950; -0.0000000
397.2461510; 149.3069565; 164.7340932; -1.5410756; -0.0000692; 29.9999950; -0.0000001
398.7451931; 150.8053375; 164.7785438; -1.5412148; -0.0001168; 29.9999950; -0.0000001
400.2442352; 152.3037291; 164.8227304; -1.5414294; -0.0001695; 29.9999950; -0.0000001
401.7432772; 153.8020955; 164.8665333; -1.5417267; -0.0002271; 29.9999950; -0.0000001
403.2423193; 155.3004648; 164.9098242; -1.5421135; -0.0002892; 29.9999950; -0.0000000
404.7413614; 156.7988433; 164.9524639; -1.5425964; -0.0003553; 29.9999950; -0.0000000
406.2404035; 158.2972372; 164.9943044; -1.5431810; -0.0004249; 29.9999950; -0.0000000
407.7394456; 159.7956527; 165.0351895; -1.5438722; -0.0004975; 29.9999950; -0.0000000
409.2384876; 161.2940958; 165.0749563; -1.5446739; -0.0005723; 29.9999950; -0.0000000
410.7375297; 162.7925721; 165.1134375; -1.5455885; -0.0006480; 29.9999950; -0.0000000
412.2365718; 164.2910867; 165.1504630; -1.5466167; -0.0007235; 29.9999950; 0.0000000
413.7356139; 165.7896444; 165.1858637; -1.5477568; -0.0007972; 29.9999950; 0.0000000
415.2346560; 167.2882496; 165.2194743; -1.5490049; -0.0008672; 29.9999950; 0.0000000
416.7336980; 168.7869062; 165.2511381; -1.5503539; -0.0009313; 29.9999950; 0.0000000
418.2327401; 170.2856182; 165.2807114; -1.5517931; -0.0009872; 29.9999950; 0.0000000
419.7317822; 171.7843896; 165.3080691; -1.5533084; -0.0010324; 29.9999950; 0.0000000
421.2308243; 173.2832250; 165.3331100; -1.5548817; -0.0010641; 29.9999950; 0.0000000
422.7298663; 174.7821301; 165.3557637; -1.5564905; -0.0010796; 29.9999950; 0.0000000
424.2289084; 176.2811123; 165.3759962; -1.5581084; -0.0010762; 29.9999950; 0.0000000
425.7279505; 177.7801814; 165.3938163; -1.5597047; -0.0010511; 29.9999950; -0.0000000
427.2269926; 179.2793501; 165.4092816; -1.5612449; -0.0010023; 29.9999950; -0.0000000
428.7260347; 180.7785865; 165.4225036; -1.5626912; -0.0009274; 29.9999950; 0.0000176
