# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
662.1314461; 302.5687285; 226.7207991; -1.5217337; 0.0013921; 30.0000000; 0.0000000
665.1275159; 305.5609389; 226.8740959; -1.5174442; 0.0014723; 30.0000000; 0.0000000
668.1235858; 308.5525502; 227.0405559; -1.5129507; 0.0015300; 30.0000000; -4.5720131
671.1196557; 311.5434452; 227.2208619; -1.5081424; 0.0016601; 29.5398690; -11.0943358
674.1157256; 314.5330472; 227.4153280; -1.5037301; 0.0012604; 28.3923414; -11.4856967
677.1117955; 317.5212069; 227.6206818; -1.5009763; 0.0005832; 27.1532898; -12.0309020
680.1078654; 320.5084854; 227.8313312; -1.5001117; -0.0000016; 25.7916712; -12.0604995
683.1039353; 323.4954341; 228.0419868; -1.5009281; -0.0005230; 24.3504025; -11.8459123
686.1000052; 326.4826030; 228.2480773; -1.5030955; -0.0009202; 22.8464382; -11.7405834
689.0960751; 329.4709912; 228.4460100; -1.5063809; -0.0011994; 21.2510829; -11.6708284
692.0921450; 332.4609016; 228.6336089; -1.5099148; -0.0014874; 19.5365117; -10.9564899
695.0882149; 335.4542399; 228.8057548; -1.5179302; -0.0039270; 17.7770208; -10.1331802
698.0842848; 338.4493524; 228.9402142; -1.5359380; -0.0079372; 15.9782050; -8.9448148
701.0803546; 341.4435161; 228.9979372; -1.5710720; -0.0157718; 14.2022694; -5.5513648
704.0764245; 344.4476010; 228.8993668; -1.6484489; -0.0389095; 12.9784399; -3.1971693
707.0724944; 347.4207584; 228.4535166; -1.8004738; -0.0595928; 12.2181020; -2.8322018
710.0685643; 350.2735813; 227.4796627; -2.0037358; -0.0699147; 11.5026548; -2.5565505
713.0646342; 352.8635812; 225.9123146; -2.2291633; -0.0756690; 10.8162775; -0.1053027
716.0607041; 354.9651002; 223.8947493; -2.4026482; 0.0289968; 10.7870696; -0.0724542
719.0567740; 356.8278054; 221.7210564; -2.5282745; -0.1035137; 10.7669269; -0.0724542
722.0528439; 358.1676760; 218.9763480; -2.8267417; -0.0790107; 10.7467465; 2.8026697
725.0489138; 358.7547455; 215.9756118; -3.0621637; -0.0621868; 11.5015889; 3.6908410
728.0449837; 358.7746060; 212.9458533; 3.0989811; -0.0141445; 12.4258836; -4.2150416
