# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
457.1673481; 260.6526739; 118.9183020; -1.0204692; 0.0557082; 14.0898755; 0.8370404
459.1637121; 262.2831940; 120.0573699; -0.8978930; 0.0667516; 14.2079789; 0.7964764
461.1600760; 263.7495743; 121.4014068; -0.7576255; 0.0736512; 14.3194546; 0.7491263
463.1564400; 265.0040845; 122.9440744; -0.6062052; 0.0783331; 14.4235168; 0.7026709
465.1528040; 266.0043036; 124.6595576; -0.4490274; 0.0795461; 14.5204480; 0.6587337
467.1491679; 266.7239216; 126.5092221; -0.2943656; 0.0755764; 14.6107342; 0.6194288
469.1455319; 267.1603466; 128.4484481; -0.1501907; 0.0702497; 14.6951273; 0.5871926
471.1418959; 267.3236100; 130.4502737; -0.0156494; 0.0583121; 14.7746833; 0.5561732
473.1382598; 267.2579835; 132.4496178; 0.0727724; 0.0325963; 14.8496436; 0.5484792
475.1346238; 267.0601447; 134.4421355; 0.1188500; 0.0139477; 14.9231981; 0.5586286
477.1309878; 266.8038310; 136.4422488; 0.1307240; -0.0019837; 14.9977430; 0.5778960
479.1273517; 266.5596021; 138.4139597; 0.1098008; -0.0200915; 15.0744710; 0.6442889
481.1237157; 266.3933949; 140.4381668; 0.0453078; -0.0465942; 15.1595563; 0.7349168
483.1200797; 266.4283518; 142.4464097; -0.0984379; -0.1021773; 15.2560306; 0.8808866
485.1164436; 266.8686337; 144.3337688; -0.3973017; -0.2072165; 15.3708689; 0.9860080
487.1128076; 267.9349276; 145.9507105; -0.7250656; -0.0935018; 15.4984022; 1.0102093
489.1091716; 269.3676476; 147.3931209; -0.8051732; 0.0077561; 15.6279865; 1.0422491
491.1055355; 270.7752848; 148.8469950; -0.7077642; 0.0783052; 15.7605641; 1.1009958
493.1018995; 271.9213286; 150.4598175; -0.5162789; 0.1070093; 15.8994137; 1.1350376
495.0982635; 272.7352144; 152.2763596; -0.3396715; 0.0683473; 16.0412983; 1.1334390
497.0946274; 273.2780805; 154.1959417; -0.2150960; 0.0576371; 16.1817418; 1.1569446
499.0909914; 273.5963599; 156.1664832; -0.1077072; 0.0501248; 16.3238516; 1.1868787
501.0873553; 273.7143205; 158.1585762; -0.0114645; 0.0470430; 16.4683641; 1.2144920
503.0837193; 273.6451722; 160.1521790; 0.0798747; 0.0443026; 16.6149376; 1.2396570
505.0800833; 273.3999689; 162.1331931; 0.1655742; 0.0417671; 16.7632266; 1.2644083
507.0764472; 272.9900900; 164.0876548; 0.2473410; 0.0401783; 16.9131370; 1.2908152
509.0728112; 272.4247551; 166.0025307; 0.3264990; 0.0392188; 17.0648199; 1.3199215
511.0691752; 271.7116311; 167.8659268; 0.4044677; 0.0390881; 17.2185413; 1.3570828
513.0655391; 270.8541797; 169.6701983; 0.4830209; 0.0397221; 17.3751727; 1.3957863
515.0619031; 269.8557388; 171.4013423; 0.5637724; 0.0412401; 17.5348117; 1.4400285
517.0582671; 268.7179548; 173.0440122; 0.6486142; 0.0438072; 17.6980017; 1.4903389
519.0546310; 267.4410693; 174.5800548; 0.7396457; 0.0474626; 17.8653234; 1.5489496
521.0509950; 266.0248266; 175.9871802; 0.8393291; 0.0526280; 18.0375807; 1.6177182
523.0473590; 264.4730559; 177.2341906; 0.9504902; 0.0586574; 18.2157466; 1.6812283
525.0437229; 262.7926102; 178.2916062; 1.0670471; 0.0564046; 18.3990791; 1.7182270
527.0400869; 261.0018206; 179.1580591; 1.1703862; 0.0478428; 18.5845776; 1.7341994
529.0364509; 259.1326623; 179.8514170; 1.2582223; 0.0401573; 18.7699417; 1.7397546
531.0328148; 257.2116959; 180.3933306; 1.3310412; 0.0329175; 18.9540781; 1.7389243
533.0291788; 255.2558418; 180.8080343; 1.3906725; 0.0268321; 19.1363562; 1.7360220
535.0255428; 253.2776229; 181.1173068; 1.4390423; 0.0216572; 19.3166144; 1.7303801
537.0219067; 251.2942436; 181.3397766; 1.4776853; 0.0172477; 19.4946282; 1.7272737
539.0182707; 249.3074774; 181.4935269; 1.5081626; 0.0134294; 19.6707159; 1.7300663
541.0146347; 247.3124780; 181.5940553; 1.5316225; 0.0100962; 19.8455221; 1.7356973
543.0109986; 245.3133108; 181.6542414; 1.5487800; 0.0070845; 20.0193635; 1.7436713
545.0073626; 243.3148588; 181.6860224; 1.5600662; 0.0042496; 20.1924966; 1.7566356
547.0037266; 241.3188768; 181.7007170; 1.5659411; 0.0016562; 20.3654288; 1.7752321
549.0000905; 239.3200379; 181.7089084; 1.5664686; -0.0012732; 20.5387124; 1.7969494
550.9964545; 237.3228720; 181.7221830; 1.5609258; -0.0037664; 20.7126396; 1.8230940
552.9928185; 235.3289410; 181.7498328; 1.5526888; -0.0045065; 20.8876173; 1.8561863
554.9891824; 233.3303988; 181.7946970; 1.5442308; -0.0038994; 21.0642779; 1.8824858
556.9855464; 231.3346066; 181.8551292; 1.5369439; -0.0034967; 21.2419410; 1.9080667
558.9819103; 229.3406330; 181.9294391; 1.5302505; -0.0031845; 21.4205146; 1.9327760
560.9782743; 227.3479506; 182.0163548; 1.5242967; -0.0027835; 21.5998958; 1.9577888
562.9746383; 225.3535116; 182.1144579; 1.5191306; -0.0023867; 21.7800922; 1.9798861
564.9710022; 223.3594434; 182.2220625; 1.5147832; -0.0019630; 21.9608188; 2.0000041
566.9673662; 221.3666793; 182.3374255; 1.5113034; -0.0015217; 22.1418841; 2.0189068
568.9637302; 219.3746837; 182.4588104; 1.5087185; -0.0010665; 22.3231713; 2.0365062
570.9600941; 217.3829627; 182.5844300; 1.5070546; -0.0005994; 22.5045594; 2.0520700
572.9564581; 215.3905594; 182.7124836; 1.5063308; -0.0001246; 22.6858668; 2.0654710
